assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,Cc1ccc(C(=O)N2CC3CNCC(C3)C2)o1,CHEMBL2179552,=,=,Ki,nM,46.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,46.0
B,N#Cc1ccoc1C(=O)N1CC2CNCC(C2)C1,CHEMBL2179551,=,=,Ki,nM,39.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,39.0
B,N#Cc1coc(C(=O)N2CC3CNCC(C3)C2)c1,CHEMBL2179550,=,=,Ki,nM,33.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,33.0
B,N#Cc1ccc(C(=O)N2CC3CNCC(C3)C2)o1,CHEMBL2179549,=,=,Ki,nM,8.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,8.0
B,O=C(c1occc1Br)N1CC2CNCC(C2)C1,CHEMBL2179548,=,=,Ki,nM,23.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,23.0
B,O=C(c1cc(Br)co1)N1CC2CNCC(C2)C1,CHEMBL2179547,=,=,Ki,nM,3.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,3.0
B,O=C(c1ccc(Br)o1)N1CC2CNCC(C2)C1,CHEMBL2179546,=,=,Ki,nM,26.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,26.0
B,O=C(c1occc1Cl)N1CC2CNCC(C2)C1,CHEMBL2179545,=,=,Ki,nM,15.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,15.0
B,O=C(c1cc(Cl)co1)N1CC2CNCC(C2)C1,CHEMBL2179544,=,=,Ki,nM,5.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,5.0
B,O=C(c1ccc(Cl)o1)N1CC2CNCC(C2)C1,CHEMBL2179543,=,=,Ki,nM,5.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,5.0
B,O=C(c1occc1F)N1CC2CNCC(C2)C1,CHEMBL2179542,=,=,Ki,nM,50.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,50.0
B,O=C(c1cc(F)co1)N1CC2CNCC(C2)C1,CHEMBL2179541,=,=,Ki,nM,22.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,22.0
B,O=C(c1ccc(F)o1)N1CC2CNCC(C2)C1,CHEMBL2179540,=,=,Ki,nM,3.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,3.0
B,Cc1ccoc1C(=O)N1CC2CNCC2C1,CHEMBL2179539,=,=,Ki,nM,32.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,32.0
B,Cc1ccc(C(=O)N2CC3CNCC3C2)o1,CHEMBL2179538,=,=,Ki,nM,42.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,42.0
B,N#Cc1ccoc1C(=O)N1CC2CNCC2C1,CHEMBL2179537,=,=,Ki,nM,13.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,13.0
B,N#Cc1coc(C(=O)N2CC3CNCC3C2)c1,CHEMBL2179536,=,=,Ki,nM,27.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,27.0
B,N#Cc1ccc(C(=O)N2CC3CNCC3C2)o1,CHEMBL2179535,=,=,Ki,nM,53.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,53.0
B,O=C(c1occc1Br)N1CC2CNCC2C1,CHEMBL2179534,=,=,Ki,nM,2.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.0
B,O=C(c1cc(Br)co1)N1CC2CNCC2C1,CHEMBL2179533,=,=,Ki,nM,16.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,16.0
B,O=C(c1ccc(Br)o1)N1CC2CNCC2C1,CHEMBL2179532,=,=,Ki,nM,74.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,74.0
B,O=C(c1occc1Cl)N1CC2CNCC2C1,CHEMBL2179531,=,=,Ki,nM,2.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.0
B,O=C(c1cc(Cl)co1)N1CC2CNCC2C1,CHEMBL2179530,=,=,Ki,nM,11.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,11.0
B,O=C(c1ccc(Cl)o1)N1CC2CNCC2C1,CHEMBL2179529,=,=,Ki,nM,30.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,30.0
B,O=C(c1occc1F)N1CC2CNCC2C1,CHEMBL2179528,=,=,Ki,nM,23.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,23.0
B,O=C(c1cc(F)co1)N1CC2CNCC2C1,CHEMBL2179527,=,=,Ki,nM,32.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,32.0
B,O=C(c1ccc(F)o1)N1CC2CNCC2C1,CHEMBL2179526,=,=,Ki,nM,8.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,8.0
B,O=C(c1ccncc1)N1CC2CNC(C2)C1,CHEMBL2179525,=,=,Ki,nM,30.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,30.0
B,O=C(c1ccncc1)N1CC2CNCC(C2)C1,CHEMBL2179524,=,=,Ki,nM,37.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,37.0
B,O=C(c1ccncc1)N1CC2CNCC2C1,CHEMBL2179971,=,=,Ki,nM,67.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,67.0
B,O=C(c1ccco1)N1C[C@@H]2CN[C@H](C2)C1,CHEMBL2179970,=,=,Ki,nM,13.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,13.0
B,O=C(c1ccco1)N1C[C@H]2CN[C@@H](C2)C1,CHEMBL2179969,=,=,Ki,nM,15.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,15.0
B,O=C(c1ccco1)N1CC2CNC(C2)C1,CHEMBL2179968,=,=,Ki,nM,24.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,24.0
B,O=C(c1ccco1)N1CC2CNCC(C2)C1,CHEMBL2179967,=,=,Ki,nM,20.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,20.0
B,O=C(c1ccco1)N1CC2CNCC2C1,CHEMBL2179966,=,=,Ki,nM,33.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,33.0
B,O=C(C1CC1)N1C[C@@H]2CN[C@H](C2)C1,CHEMBL2179965,=,=,Ki,nM,1.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.0
B,O=C(C1CC1)N1C[C@H]2CN[C@@H](C2)C1,CHEMBL2179964,=,=,Ki,nM,7.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,7.0
B,O=C(C1CC1)N1CC2CNC(C2)C1,CHEMBL2179963,=,=,Ki,nM,4.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,4.0
B,O=C(C1CC1)N1CC2CNCC(C2)C1,CHEMBL2179962,=,=,Ki,nM,1.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.0
B,O=C(C1CC1)N1CC2CNCC2C1,CHEMBL2179961,=,=,Ki,nM,4.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,4.0
B,CCOc1cncc(/C=C/CCNC)c1,CHEMBL1876219,=,=,Ki,nM,12.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,12.0
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,2.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.0
F,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,IC50,nM,38.9,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.41
F,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,426.58,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.37
F,FC(F)(F)CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178872,=,=,IC50,nM,83.18,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.08
F,CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178871,=,=,IC50,nM,31.62,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.5
F,O=C(Nc1ccccc1)OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178869,=,=,IC50,nM,117.49,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.93
F,CCNC(=O)OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178336,=,=,IC50,nM,50.12,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.3
F,FCCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178333,=,=,IC50,nM,50.12,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.3
F,FC(F)CCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178332,=,=,IC50,nM,79.43,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.1
F,COCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL2178331,=,=,IC50,nM,97.72,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.01
F,CN1CCC[C@H]1COc1cncc(-c2cc(CCO)no2)c1,CHEMBL2178330,=,=,IC50,nM,109.65,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.96
F,OCCc1cc(-c2cncc(OC[C@@H]3CCN3)c2)on1,CHEMBL1852406,=,=,IC50,nM,31.62,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.5
B,c1cncc(CC2CC3CCN2CC3)c1,CHEMBL1789658,=,=,Ki,nM,32.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,32.0
B,c1cncc(C2CC3CCN2CC3)c1,CHEMBL105374,=,=,Ki,nM,2.9,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2.9
B,O=C(N[C@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1,CHEMBL2180265,=,=,Ki,nM,1200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1200.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1cc2ccccc2o1,CHEMBL194082,=,=,Ki,nM,157.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,157.0
B,O=C(N[C@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1cc2ccccc2o1,CHEMBL2180264,=,=,Ki,nM,8000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,8000.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1,CHEMBL1258006,=,=,Ki,nM,1700.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,1.7
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2cccc(-c3ccccn3)c2o1,CHEMBL2180263,=,=,Ki,nM,5100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,5100.0
B,COc1ccccc1-c1cccc2cc(C(=O)N[C@@H]3C4CCN(CC4)[C@H]3Cc3cccnc3)oc12,CHEMBL2180262,=,=,Ki,nM,9000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9000.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2cc(Cl)cc(Br)c2o1,CHEMBL2180261,=,=,Ki,nM,1300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1300.0
B,COc1c(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)oc2ccc(Cl)cc12,CHEMBL2180260,=,=,Ki,nM,760.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,760.0
B,Cc1c(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)oc2c(Cl)cccc12,CHEMBL2180259,=,=,Ki,nM,980.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,980.0
B,Cc1c(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)oc2ccc(Cl)cc12,CHEMBL2180258,=,=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1000.0
B,Cc1ccc2oc(C(=O)N[C@@H]3C4CCN(CC4)[C@H]3Cc3cccnc3)c(C)c2c1,CHEMBL2180257,=,=,Ki,nM,330.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,330.0
B,Cc1c(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)oc2c(F)cccc12,CHEMBL2180256,=,=,Ki,nM,1100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1100.0
B,Cc1c(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)oc2ccc(F)cc12,CHEMBL2180255,=,=,Ki,nM,1300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1300.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2cc(F)ccc2o1,CHEMBL2180254,=,=,Ki,nM,1300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1300.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2cc(O)ccc2o1,CHEMBL2180253,=,=,Ki,nM,740.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,740.0
B,Cc1ccc2cc(C(=O)N[C@@H]3C4CCN(CC4)[C@H]3Cc3cccnc3)oc2c1,CHEMBL2180252,=,=,Ki,nM,1500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1500.0
B,Cc1ccc2oc(C(=O)N[C@@H]3C4CCN(CC4)[C@H]3Cc3cccnc3)cc2c1,CHEMBL2180251,=,=,Ki,nM,620.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,620.0
B,Cc1c(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)oc2ccccc12,CHEMBL2180250,=,=,Ki,nM,400.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,400.0
B,CCOc1cccc2cc(C(=O)N[C@@H]3C4CCN(CC4)[C@H]3Cc3cccnc3)oc12,CHEMBL2179883,=,=,Ki,nM,1600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1600.0
B,COc1cccc2cc(C(=O)N[C@@H]3C4CCN(CC4)[C@H]3Cc3cccnc3)oc12,CHEMBL2179882,=,=,Ki,nM,830.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,830.0
B,COc1ccc2oc(C(=O)N[C@@H]3C4CCN(CC4)[C@H]3Cc3cccnc3)cc2c1,CHEMBL2179881,=,=,Ki,nM,500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2cc(Br)ccc2o1,CHEMBL2179880,=,=,Ki,nM,1200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1200.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2cc(Cl)ccc2o1,CHEMBL2179879,=,=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1000.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(-c2cccs2)s1,CHEMBL2179878,=,=,Ki,nM,600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,600.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(-c2ccccn2)s1,CHEMBL2179877,=,=,Ki,nM,1300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1300.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc(-c2ccccc2)cs1,CHEMBL2179876,=,=,Ki,nM,1500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(-c2ccccc2)s1,CHEMBL2179875,=,=,Ki,nM,900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,900.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(I)s1,CHEMBL2179874,=,=,Ki,nM,200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,200.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(Br)s1,CHEMBL2179873,=,=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1000.0
B,Cc1ccc(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)s1,CHEMBL2151441,=,=,Ki,nM,1300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1300.0
B,Cc1ccsc1/C=C/C(=O)N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1,CHEMBL2179872,=,=,Ki,nM,400.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,400.0
B,O=C(/C=C/c1ccccc1)N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1,CHEMBL2179871,=,=,Ki,nM,900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,900.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc(-c2ccccc2)on1,CHEMBL2179870,=,=,Ki,nM,2300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2300.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccon1,CHEMBL2179869,=,=,Ki,nM,2100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2100.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(-c2ccccc2)o1,CHEMBL2179868,=,=,Ki,nM,3600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,3600.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(-c2ccccn2)o1,CHEMBL2179867,=,=,Ki,nM,3300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,3300.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(Br)o1,CHEMBL2179866,=,=,Ki,nM,500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1occc1Br,CHEMBL2179865,=,=,Ki,nM,1500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc(Cl)co1,CHEMBL2179864,=,=,Ki,nM,1400.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1400.0
B,Cc1ccc(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)o1,CHEMBL2179863,=,=,Ki,nM,2100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2100.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2cn1,CHEMBL2179862,=,=,Ki,nM,200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,200.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1nccc2ccccc12,CHEMBL2179861,=,=,Ki,nM,1600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1600.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cccc2cccnc12,CHEMBL2179860,=,=,Ki,nM,500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc2ccccc2n1,CHEMBL2179859,=,=,Ki,nM,600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,600.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cccc(Cl)n1,CHEMBL2179858,=,=,Ki,nM,500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(Cl)cn1,CHEMBL2179857,=,=,Ki,nM,140.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,140.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc(Cl)ccn1,CHEMBL2179856,=,=,Ki,nM,400.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,400.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ncccc1Cl,CHEMBL2179855,>,>,Ki,nM,5000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,5000.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccncc1,CHEMBL2179854,=,=,Ki,nM,1500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccccn1,CHEMBL2179853,=,=,Ki,nM,200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,200.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cccnc1,CHEMBL2179852,=,=,Ki,nM,500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc2c(c1)OCCO2,CHEMBL2179851,=,=,Ki,nM,2300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2300.0
B,COc1cc(F)c(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)c(F)c1,CHEMBL2179850,=,=,Ki,nM,900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,900.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(Cl)c(Cl)c1,CHEMBL2179849,=,=,Ki,nM,600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,600.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(Cl)cc1Cl,CHEMBL2179848,=,=,Ki,nM,1200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1200.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(O)c(F)c1,CHEMBL2179847,=,=,Ki,nM,4400.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,4400.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(CO)cc1,CHEMBL2179846,=,=,Ki,nM,1100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1100.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(O)cc1,CHEMBL2179845,=,=,Ki,nM,1600.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1600.0
B,COc1ccc(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)cc1,CHEMBL2179844,=,=,Ki,nM,900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,900.0
B,CN(C)c1ccc(C(=O)N[C@@H]2C3CCN(CC3)[C@H]2Cc2cccnc2)cc1,CHEMBL2179843,=,=,Ki,nM,300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,300.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(Br)cc1,CHEMBL1258005,=,=,Ki,nM,900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,900.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(Cl)cc1,CHEMBL2179842,=,=,Ki,nM,1400.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1400.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cccc(Cl)c1,CHEMBL2179841,=,=,Ki,nM,500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,500.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccccc1Cl,CHEMBL2179840,=,=,Ki,nM,1200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1200.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(F)cc1,CHEMBL2179839,=,=,Ki,nM,700.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,700.0
B,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cccc(F)c1,CHEMBL2179838,=,=,Ki,nM,900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,900.0
